Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SignUp,Edge Chromium 120,,,2023-12-19 15:21:35,2023-12-19 15:24:19,2m - 43.711s,FAILED
,,,,,,,
Test Cases/SignUp/TCSG_001_Success_Register with valid input,Edge Chromium 120,,,2023-12-19 15:21:35,2023-12-19 15:22:21,45.518s,PASSED
randomNumber = RandomStringUtils.randomNumeric(5),Edge Chromium 120,,,2023-12-19 15:21:36,2023-12-19 15:21:36,0.045s,PASSED
"username = ""salsabilasy""",Edge Chromium 120,,,2023-12-19 15:21:36,2023-12-19 15:21:36,0.007s,PASSED
"random_email = username + randomNumber + ""@mail.com""",Edge Chromium 120,,,2023-12-19 15:21:36,2023-12-19 15:21:36,0.011s,PASSED
openBrowser(url),Edge Chromium 120,,,2023-12-19 15:21:36,2023-12-19 15:21:47,10.718s,PASSED
"click(findTestObject(""HomePage/button_Sign Up""))",Edge Chromium 120,,,2023-12-19 15:21:47,2023-12-19 15:21:52,4.988s,PASSED
"setText(findTestObject(""SignUp/input_First Name""), ""Salsabila"")",Edge Chromium 120,,,2023-12-19 15:21:52,2023-12-19 15:21:53,1.141s,PASSED
"setText(findTestObject(""SignUp/input_Last Name""), ""Aisy"")",Edge Chromium 120,,,2023-12-19 15:21:53,2023-12-19 15:21:54,0.744s,PASSED
"setText(findTestObject(""SignUp/input_Email""), random_email)",Edge Chromium 120,Test12345678,,2023-12-19 15:21:54,2023-12-19 15:21:55,0.757s,PASSED
"setEncryptedText(findTestObject(""SignUp/input_Password""), ""R2dZ4hvJ2uiOEdyVG7iA0Q=="")",Edge Chromium 120,,,2023-12-19 15:21:55,2023-12-19 15:21:55,0.766s,PASSED
"setEncryptedText(findTestObject(""SignUp/input_Confirmation Password""), ""R2dZ4hvJ2uiOEdyVG7iA0Q=="")",Edge Chromium 120,,,2023-12-19 15:21:55,2023-12-19 15:21:56,0.646s,PASSED
"click(findTestObject(""SignUp/button_Create Account""))",Edge Chromium 120,,,2023-12-19 15:21:56,2023-12-19 15:22:16,19.450s,PASSED
"verifyElementPresent(findTestObject(""MyAccount/message_Success Register""), 0)",Edge Chromium 120,,,2023-12-19 15:22:16,2023-12-19 15:22:21,5.069s,PASSED
closeBrowser(),Edge Chromium 120,,,2023-12-19 15:22:21,2023-12-19 15:22:21,0.315s,PASSED
,,,,,,,
Test Cases/SignUp/TCSG_002_Failed_Register using registered email,Edge Chromium 120,,,2023-12-19 15:22:21,2023-12-19 15:23:34,1m - 13.235s,FAILED
openBrowser(url),Edge Chromium 120,,,2023-12-19 15:22:21,2023-12-19 15:22:39,18.115s,PASSED
"click(findTestObject(""HomePage/button_Sign Up""))",Edge Chromium 120,,,2023-12-19 15:22:39,2023-12-19 15:22:46,6.440s,PASSED
"setText(findTestObject(""SignUp/input_First Name""), ""Salsabila"")",Edge Chromium 120,,,2023-12-19 15:22:46,2023-12-19 15:22:47,1.113s,PASSED
"setText(findTestObject(""SignUp/input_Last Name""), ""Aisy"")",Edge Chromium 120,,,2023-12-19 15:22:47,2023-12-19 15:22:48,0.727s,PASSED
"setText(findTestObject(""SignUp/input_Email""), ""salsa@test.com"")",Edge Chromium 120,,,2023-12-19 15:22:48,2023-12-19 15:22:48,0.680s,PASSED
"setEncryptedText(findTestObject(""SignUp/input_Password""), ""R2dZ4hvJ2uiOEdyVG7iA0Q=="")",Edge Chromium 120,,,2023-12-19 15:22:48,2023-12-19 15:22:49,0.634s,PASSED
"setEncryptedText(findTestObject(""SignUp/input_Confirmation Password""), ""R2dZ4hvJ2uiOEdyVG7iA0Q=="")",Edge Chromium 120,,,2023-12-19 15:22:49,2023-12-19 15:22:50,0.664s,PASSED
"click(findTestObject(""SignUp/button_Create Account""))",Edge Chromium 120,,,2023-12-19 15:22:50,2023-12-19 15:22:59,9.873s,PASSED
delay(3),Edge Chromium 120,,,2023-12-19 15:22:59,2023-12-19 15:23:02,3.037s,PASSED
"verifyElementText(findTestObject(""SignUp/message_error""), ""There is already an account with this email address. If you are sure that it is your email address, click here to get your password and access your account."", STOP_ON_FAILURE)",Edge Chromium 120,,,2023-12-19 15:23:02,2023-12-19 15:23:34,31.758s,FAILED
,,,,,,,
Test Cases/SignUp/TCSG_003_Failed_Register using wrong confirmation password,Edge Chromium 120,,,2023-12-19 15:23:34,2023-12-19 15:23:52,18.055s,PASSED
randomNumber = RandomStringUtils.randomNumeric(5),Edge Chromium 120,,,2023-12-19 15:23:34,2023-12-19 15:23:34,0.001s,PASSED
"username = ""salsabilasy""",Edge Chromium 120,,,2023-12-19 15:23:34,2023-12-19 15:23:34,0.002s,PASSED
"random_email = username + randomNumber + ""@mail.com""",Edge Chromium 120,,,2023-12-19 15:23:34,2023-12-19 15:23:34,0.003s,PASSED
openBrowser(url),Edge Chromium 120,,,2023-12-19 15:23:34,2023-12-19 15:23:41,6.768s,PASSED
"click(findTestObject(""HomePage/button_Sign Up""))",Edge Chromium 120,,,2023-12-19 15:23:41,2023-12-19 15:23:47,5.764s,PASSED
"setText(findTestObject(""SignUp/input_First Name""), ""Salsabila"")",Edge Chromium 120,,,2023-12-19 15:23:47,2023-12-19 15:23:48,1.167s,PASSED
"setText(findTestObject(""SignUp/input_Last Name""), ""Aisy"")",Edge Chromium 120,,,2023-12-19 15:23:48,2023-12-19 15:23:49,0.704s,PASSED
"setText(findTestObject(""SignUp/input_Email""), random_email)",Edge Chromium 120,,,2023-12-19 15:23:49,2023-12-19 15:23:50,0.800s,PASSED
"setEncryptedText(findTestObject(""SignUp/input_Password""), ""R2dZ4hvJ2uiOEdyVG7iA0Q=="")",Edge Chromium 120,,,2023-12-19 15:23:50,2023-12-19 15:23:50,0.706s,PASSED
"setEncryptedText(findTestObject(""SignUp/input_Confirmation Password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Edge Chromium 120,,,2023-12-19 15:23:50,2023-12-19 15:23:51,0.585s,PASSED
"click(findTestObject(""SignUp/button_Create Account""))",Edge Chromium 120,,,2023-12-19 15:23:51,2023-12-19 15:23:51,0.579s,PASSED
"verifyElementText(findTestObject(""SignUp/message_passwordconfirmation-error""), ""Please enter the same value again."")",Edge Chromium 120,,,2023-12-19 15:23:51,2023-12-19 15:23:52,0.459s,PASSED
closeBrowser(),Edge Chromium 120,,,2023-12-19 15:23:52,2023-12-19 15:23:52,0.403s,PASSED
,,,,,,,
Test Cases/SignUp/TCSG_004_Failed_Register with empty all fields,Edge Chromium 120,,,2023-12-19 15:23:52,2023-12-19 15:24:19,26.460s,PASSED
openBrowser(url),Edge Chromium 120,,,2023-12-19 15:23:52,2023-12-19 15:24:03,10.685s,PASSED
"click(findTestObject(""HomePage/button_Sign Up""))",Edge Chromium 120,,,2023-12-19 15:24:03,2023-12-19 15:24:09,6.279s,PASSED
"setText(findTestObject(""SignUp/input_First Name""), """")",Edge Chromium 120,,,2023-12-19 15:24:09,2023-12-19 15:24:11,1.062s,PASSED
"setText(findTestObject(""SignUp/input_Last Name""), """")",Edge Chromium 120,,,2023-12-19 15:24:11,2023-12-19 15:24:11,0.725s,PASSED
"setText(findTestObject(""SignUp/input_Email""), """")",Edge Chromium 120,,,2023-12-19 15:24:11,2023-12-19 15:24:12,0.667s,PASSED
"setText(findTestObject(""SignUp/input_Password""), """")",Edge Chromium 120,,,2023-12-19 15:24:12,2023-12-19 15:24:13,0.701s,PASSED
"setText(findTestObject(""SignUp/input_Confirmation Password""), """")",Edge Chromium 120,,,2023-12-19 15:24:13,2023-12-19 15:24:13,0.710s,PASSED
"click(findTestObject(""SignUp/button_Create Account""))",Edge Chromium 120,,,2023-12-19 15:24:13,2023-12-19 15:24:14,0.415s,PASSED
delay(3),Edge Chromium 120,,,2023-12-19 15:24:14,2023-12-19 15:24:17,3.007s,PASSED
"verifyElementText(findTestObject(""SignUp/message_firstname-error""), ""This is a required field."", CONTINUE_ON_FAILURE)",Edge Chromium 120,,,2023-12-19 15:24:17,2023-12-19 15:24:17,0.392s,PASSED
"verifyElementText(findTestObject(""SignUp/message_lastname-error""), ""This is a required field."", CONTINUE_ON_FAILURE)",Edge Chromium 120,,,2023-12-19 15:24:17,2023-12-19 15:24:17,0.312s,PASSED
"verifyElementText(findTestObject(""SignUp/message_emailaddress-error""), ""This is a required field."", CONTINUE_ON_FAILURE)",Edge Chromium 120,,,2023-12-19 15:24:17,2023-12-19 15:24:18,0.417s,PASSED
"verifyElementText(findTestObject(""SignUp/message_password-error""), ""This is a required field."", CONTINUE_ON_FAILURE)",Edge Chromium 120,,,2023-12-19 15:24:18,2023-12-19 15:24:18,0.324s,PASSED
"verifyElementText(findTestObject(""SignUp/message_passwordconfirmation-error""), ""This is a required field."", CONTINUE_ON_FAILURE)",Edge Chromium 120,,,2023-12-19 15:24:18,2023-12-19 15:24:18,0.285s,PASSED
closeBrowser(),Edge Chromium 120,,,2023-12-19 15:24:18,2023-12-19 15:24:19,0.269s,PASSED
